username,role,course_id,slug_id,slug_type,title,nposts,body,code
EmmelineEveraert,Student,UBCx/Climate101x/3T2015,5636a04ec762777c95002b60,initial_post,Can I still help review other assignments?,1,"Hello everyone! 
 Unfortunately I won't be handing in my essay before the deadline... :/ 
 I thought we had to hand it in on the 9th! Not tomorrow morning (my time). I'm really bummed out because I was looking forward to getting your feedback... 
 Is there however still a way for me to participate in reviewing other's assignments? I would really like it to see what others wrote! 
 Please do let me know, 
 Many thanks and kind regards!",a
GiotaGoula,Student,UBCx/Climate101x/3T2015,5634c70ed2aca57a8f001269,initial_post,I forgot to post my references,0,"Hey everybody,i feel so bad, I had to share this.i worked on my essay a lot, and in the end i forgot to post the articles i used. I truly hopre everybody did well on the assignment and i hope i'm not judged too harsh about this.I found it very intresting to do the essay but also kind of hard because of my lack of acces in usefull information.Anyway, I evaluated some assigments too and noticed you all did great!can't wait for my results!",a
joaquinduran90,Student,UBCx/Climate101x/3T2015,562950f0c762772923000764,initial_post,changing seasons,0,"frost and flowering
 in my country currently frost they have been a major problem since they are occurring in the flowering stage or early flowering of fruit species. economic and causing you record the same crop damage.
 although it is a process that is registered sometimes now more common than in other occasions. rains have also lately been higher in spring than in winter affecting the fruit again.",t
Sol_sf,Student,UBCx/Climate101x/3T2015,563f3299d2aca5ab4000187f,initial_post,Assignment 1,2,"Hi, I've posted assignment 1 on the map, but missed that I was supposed to post it in the submission box as well. Is it possible to still get a mark from the map please? If it isn't possible, how much will it affect my course, and will I still be able to pass?",a
angiefayfr,Student,UBCx/Climate101x/3T2015,56264a76c76277e4ed000c23,initial_post,using the map,3,"How do we use the map to look at submissions from other learners (as per your Q3 in the survey)
 I've tried clicking, double clicking, opposite clicking.......!
 Or do we have to wait until all have been assessed?",a
ankurlal,Student,UBCx/Climate101x/3T2015,563951bcc76277fa1c002e25,initial_post,Apologies - help with Assignment 1,5,"Hi, question for a TA:
 
 So sorry, I got really confused and didn't see the extra submission for Assignment 1 beyond the map. When I clicked continue past that screen I realized that I missed the deadline by 20 minutes, I have the essay completed, is there any way I can still submit it? I care about the grade, but also to be able to participate in the peer review portion of the exercise. I'm including it here below - so many apologies I am an idiot for not reading through the whole section. 
 
 **Sea level change disproportionately affects the global south**
 
 Sea level change is one of the most direct secondary impacts of global climate change, and one that is often ignored by the mainstream discourse. Sea level change is caused in great part due to the melting of specific ice sheets which have trapped water (and carbon) for millennia – especially those in Antarctica which hold enough ice, if all melted, to raise sea levels more than 200 feet (Paolo, Fricker and Padman). Given the magnitude of this, though sea level change will have a global impact, it will be disproportionately felt by poorer nations like Bangladesh in the global south that are heavily agrarian and lack proper planning. 
 Poorer nations are often referred to as the “global south”, given many of them are located in the southern hemisphere, though they do not necessarily have to be so. Additionally, they are typified by economies that are based heavily on agriculture and on medium to low human development across factors including infant mortality, healthcare, adequate water and sanitation infrastructure etc. Many of these countries have lower sea-elevation which makes them more likely to experience flooding and land being reclaimed by the sea due to sea level change. 
 One of the first reasons that poorer nations like Bangladesh will be hit harder by sea level change is due to their economy type. Many of these nations are primarily agrarian, relying directly on agriculture for not only sustenance but also for any secondary income used for other purchases or exchanges in a barter type system. With sea level changes expected to put much fertile land underwater, many of these people will have their livelihoods destroyed and will be forced to move to urban centers with poorer sanitation and living infrastructure. In Bangladesh for instance, 40% of productive land is projected to be lost in the southern region of Bangladesh for a 65cm sea level rise by the 2080s (Bisset). 
 
 Secondly, sea level change is projected to have a disproportionate impact on poorer nations due to improper planning / man-made interventions. Bangladesh experiences flooding and other devastating natural disasters frequently due to its lower than sea level elevation. In part due to this, they have engaged in government and private sector led embankment build projects throughout the coast of the country, especially in areas that are particularly devastated by the flooding, like the island portions of the nation called polders. These man made embankments, unfortunately, have the secondary effect of diverting the natural flow of sediment that up until then were helping increase the elevation of several of the islands (Friedman). Additionally, these embankments are associated with poor drainage and other problems. These manmade contributions to sea level rise should not discount the effect of sea level change that is driven purely by global climate change, but should instead be a reminder that we must be careful and deliberate with our responses to these phenomena. 
 
 Overall, due to a host of factors, including lower elevation, economies that are based heavily on agriculture and, improper manmade interventions poorer nations in the Global South are expected to feel the effects of sea level change in a more pronounced way. Attempting to understand, predict and prepare for sea level change is an unfortunate reality that all nations, not just those in the global south, must prepare for. Many poorer nations, like Bangladesh, are taking a leadership role in this regard, moving the global climate change agenda forward (Bisset). The effect of sea level change, along with the others due to global climate change are those in which we cannot afford to be underprepared. 
 
 **References**
 
 Bisset, Robert. 'Warming Climate To Hit Bangladesh Hard With Sea Level Rise, More Floods And Cyclones, World Bank Report Says'. Worldbank.org. N.p., 2015. Web. 3 Nov. 2015.
 
 Friedman, Lisa. 'Embankments Exacerbate Sea Level Rise In Bangladesh'. Scientificamerican.com. N.p., 2015. Web. 4 Nov. 2015.
 
 Paolo, F. S., H. A. Fricker, and L. Padman. 'Volume Loss From Antarctic Ice Shelves Is Accelerating'.Science 348.6232 (2015): 327-331. Web. 3 Nov. 2015.",t
sastryvedam2,Student,UBCx/Climate101x/3T2015,562dd209d2aca578a1000ee2,initial_post,Peer Assessments,1,"To the Course Staff: 
 I have completed my Assignment1 and submitted.
 The 4 Peer Assessments that I am supposed to make ,will they be allottted to me or where do I have to access them ?
 
 Ramaswami Sastry Vedam",a
Newster,Student,UBCx/Climate101x/3T2015,5621ca8c9c2aee00ee00006c,initial_post,assignment 1 submission question,7,"So I've submitted assignment one, but when I attempt to ""edit"" my map location the submission is blank. Was the assignment actually submitted and therefore I can't see it? I've cut and paste from both Word and Notepad and had the same result. Thanks!",a
caseclements,Student,UBCx/Climate101x/3T2015,56400d8f9c2aeec533000f85,initial_post,Assignment 1 Perspectives,1,"One of the things that I found extremely compelling about in reviewing my peers' responses to this assignment is that some of them drew particular attention to their own specific regions of the world. And, while the assignment called for a comparison of the effects of sea level rise in different places, even if the response focussed mainly on the author's own region, it was still very informative and interesting to see what people in different parts of the world think and feel about how this is affecting their own regions, and I thank them for that!",t
Mackken,Student,UBCx/Climate101x/3T2015,563976d29c2aee7eaf000bef,initial_post,Assignment 1,1,"I missed the deadline for Assignment 1. Is there any part I can still submit for a grade (peer evaluation, etc)?",a
IriniKafkala,Student,UBCx/Climate101x/3T2015,56367d3dc7627771d2002687,initial_post,Assignment peer review clarifications,2,"I have got an essay for peer reviewing that is based on literature totally different from the proposed. At a first glance, the essay appears good enough but I cannot check it in connection to its references unless I find them and read them something that is impossible regarding deadlines. What do I do? Do I grade it taking for granted that the sources are well used? Is there any kind of ""penalty"" for not using the proposed literature? Also, if the area is not a specific place but the planet itself (coasts, etc.), is there a problem? Is the area considered ""missing""?
 Thank you in advance.
 Irini",a
Bnelissen,Student,UBCx/Climate101x/3T2015,5630c777d2aca5bda700109c,initial_post,"Assignment 1 clarification, please",1,"I just like to clarify the nature of the assignment before I begin working out my ideas in greater detail. 
 
 In the overview (about the assignment) it says: “Sea level rise due to climate change is projected to cause major impacts in many places around the world. What are those impacts and how do they compare in different places?”
 
 Continuing onto the next page (preparing your assignment), it talks about: “How is sea level rise related to climate change? What scientific evidence can you use to describe or explain the link between climate change and sea level rise impacts?”
 
 Does that mean we have two options?
 
 Either we can talk about the impacts that sea levels will have on specific places (or globally) or we can talk about the link between climate change and sea level rise impacts? 
 
 For example, with the first option, one could look at a region and figure out what would happen if sea levels were to rise in that specific place, like flooding and the consequences of that. 
 
 With the second option, one could talk about (broadly speaking) whether climate change is actually what is causing the sea level rise impacts?
 
 Am I correct in assuming this or am I missing a link between the two statements/questions?",a
habanthro,Student,UBCx/Climate101x/3T2015,56372184d2aca523b300135d,initial_post,About submitting the Assignment,1,"Hello Dear/Sir,
 I had difficulty submitting my Assignment 1, which was due a couple of hours ago. I tried to submit the assignment before the deadline, but couldn't do so- due to the site's technical failure. 
 I am really sorry that I failed to make it. It would have been great if you consider this. 
 
 Thank you in advance!
 The assignment looks like this:
 
 Sea level rise has numerous impacts on the environment, human populations, and bio-diversity. It is caused by warming atmospheric and oceanic temperature causing polar ice sheets melt and thus adding more water in water bodies, which in turn results in submerging of coastal areas, and flooding. However, the impacts of sea-level rise are not homogenously distributed across different places, of the world. In other words, the impact of sea level rise could be seen in such parameters as immediate, long-term, direct, and indirect. For instance, the impacts are, at the immediate-level, felt particularly around coastal places. In some cases, it threatens the very existence of coastal communities and ecosystems. For example, the Bikini Islands (part of Marshall Islands) has been experiencing dramatic sea-level rise that compelled about 1,000 of the Islanders to apply to relocate to the United States in October, 2015. This is due to huge tides and increasing storms (bbc.co.uk). Kiribati has also been buying land from Fiji, due to sea-level rise that threatened its existence. In fact, more than 100 million people live within 1m distance of current sea-level (www.wheelercentre.com/events/new-dystopias-climate-change-fiction). 
 Conversely, in spite of the increasing number of people that live in sea-level risk situations across the world, many regions, example land locked countries are likely to feel the pressure of sea level rise in indirect and long-term fashions. These regions and countries are likely to experience the impact of sea-level rise as part of the changing global atmospheric temperature. For instance, reduction in food production in some areas, attributed to sea-level rise, may have a direct impact on other areas, particularly those that have previously been dependent on the food production of coastal areas (Leggett, 1990). 
 Whatever the case, in the last 150 or so years, sea levels rose by 20cm. By the end of the century, sea-levels are expected to rise 50-100cm above what they were in the 1990s. Unfortunately, sea-levels will continue to change, even we could manage to control climate change for 100s and even 1000s of years. The most vulnerable regions are Southern cost of z Mediterranean, West Coast of Africa, South Asia, Coastal Areas of Southeast Asia, Low-lying coral atolls of the Pacific and Indian Oceans. About 2 billion people live in these regions and 50% of whom earn less than 2 USD or less a day. Additionally, 655 of the world’s “mega cities” are located on low-lying coastal areas, within 10m of sea-levels. “By 2050, 26 major US cities will face an “emerging flooding crisis.” Globally, storm damage could cost cities from Hong Kong to Dhaka to New York trillions annually unless adaptation measures are taken.” Population in these regions is growing rapidly: example, in India (80%) and in Indonesia (60%) will be exposed to sea-level rise over the next century (www.theguardian.com/environment/2015/jul/10/scientists­predict­huge­sea­level­rise­even­if­we­limit­climate­change 3/3).",t
candicestephens,Student,UBCx/Climate101x/3T2015,563a0f9cc76277d71d00322d,initial_post,Assignment 1,1,I had difficulty posting my assignment. Like Charlotte I attempted to post mine to the application under the map tool and then could not find it and i also received a comment that I had no authorization to post there. I am so confused and I therefore decided to post it in the discussion forum because the UTC time is also confusing as I tried posting up the assignment on the next page but now it says that the deadline has passed. I hope that the Lecturer is able to understand and to still accept the assignment.,a
Ss85544,Student,UBCx/Climate101x/3T2015,563a21b4c762771f3f002d7c,initial_post,Assignment 1,1,I was just allowed to see the map today to submit. Is there any chance I can do the other peer evaluation still? I was using Explorer and my computer friend suggested I use chrome.,a
sumi3wow,Student,UBCx/Climate101x/3T2015,563494fcd2aca56f5e00128d,initial_post,Responses were so diverse!,3,"After finishing my essay, I was reading through the four essays I was assigned to for the peer-reviewing process and peers' essays on the map. I realised that we all took very different approaches to the essay. When I looked back at the task directions and rubric, I saw that the instructions were actually kind of vague.
 
 I looked into the specific impacts of sea level rise on different aspects of a specific region and while I did touch on the science and linked sea level rise to global warming briefly, most of my essay was about the impacts {social, political, economic, environmental} of sea level rise. Others took a more science-y route and elaborated greatly on sea level rise and the science behind it, using a case study for a small part of their essay to draw real-life links to evidence.
 
 Whether my approach to the assignment was entirely wrong or not (I hope it wasn't!), I found the variety in responses interesting and I loved reading others' essays. Ah, the internet is wonderful. What a time to be alive!
 
 Also, @STAFF, I see that not everybody got the same assignment. Would it be possible for everybody to be able to see the other topics that we weren't assigned to as well, after the due date of the assignment is over? It would be interesting to take a look at the other tasks which our peers did!",a
adnanfazalst,Student,UBCx/Climate101x/3T2015,561e9021d2aca56f5e000667,initial_post,climate change,1,"With Pakistan becoming increasing vulnerable to the impacts of climate change, like floods and droughts, a recent BBC Climate Asia Report has found that around 72 per cent of people don’t trust the government to help them respond to these challenges. They have no confidence in the government taking action on issues of food, water, energy and extreme weather.",t
hamedtp,Student,UBCx/Climate101x/3T2015,562018afc762770c66000842,initial_post,ice melting doesnt cause sea level rise,6,"here ive got a question
 you can test it visually by putting some pieces of ice in a glass of water and wait for it to be melted in water.
 you will see no water level change. and it can be physically approved.i mean i can solve it. 
 and why? bcs the amount of water added ( after melting) is exactly the comparable to the amount of current rise in water (caused by pieces of ice) 
 so why do we say ice melting causes sea level rise?
 my answer is that by ices being melted we have more water as liquid (instead of ice) and water volume as liquid is more sensible to temperature change than water as ice
 so if temperature goes up we have a more rise in sea water level. am i right? what do u think?",t
Ohemengdee,Student,UBCx/Climate101x/3T2015,56372c48d2aca57a8f001356,initial_post,assignment 1,0,hello everyone. i was trying to submit my assignment her but its not coming through..but was able to submit it at the map section..Please is there any way i can submit it,a
imwaphiri,Student,UBCx/Climate101x/3T2015,562dff0dc762771f3f0018cc,initial_post,This knowledge about rising sea levels must spread all over,0,Reading from other peers contributions has been so beneficial to me. it has taken me to different places with clear imagination of the situations there and especially having a notion of how far the rising sea levels have affected and will still affect the human kind. Knowing that mankind has and is contributing a lot to the climate change motivates me to talk about the issues of global warming and climate change with the people around me. It has given me an insight that i am the change that i want to see in better climate for the next generations to come.,a
Beatusstifin,Student,UBCx/Climate101x/3T2015,563f4e539c2aee216c000e00,initial_post,climate change impact on agricultural,0,"agricultural observed to be more valuable and reliable to climate change impacts as
 warming, leading to prolonged drought with little or much rain lead to drought..
 this pose problem to food security on the area!",t
Lukan27,Student,UBCx/Climate101x/3T2015,56364981d2aca5d32f001318,initial_post,Assignments and peer-review system,0,"I have a question for the staff.
 
 If I had a peer review of my assignment (or any of us, with any assignment), and the review literally doesn't make any sense at all, or rather, is obviously biased and unfair, what can be done? Is it possible to appeal a peer review?",a
OrlandoDeJesus,Student,UBCx/Climate101x/3T2015,5647e51590ef9af917000269,initial_post,ATTENTION 'STAFF' There Seems To Be A Glitch With The Grading/Scoring Of The Essays/Peer Assessment #1,3,"I received a grade/score of 19 out of 26 which should translate to a 73%, not 63%. Would you please correct the error. Much appreciated, thank you.",a
Portnoy58,Student,UBCx/Climate101x/3T2015,5636f8ddc762777c95002c0a,initial_post,Why No Formatting or Graphics/Images,0,"I was disappointed that having taken the trouble to write the assignment that I was unable to format the text or add graphics/images that I went to the trouble of sourcing in order to support my arguments. I didn't realise this until I started copying and pasting the final draft. This means there are references to photos and charts that haven't been added. It's made stranger by realising that I can do all these things in this message. Somewhat incongruous really. So here is a nice chart!
 
 ![enter image description here][1]
 
 
  [1]: https://edxuploads.s3.amazonaws.com/1446443175391959.png",a
angiefayfr,Student,UBCx/Climate101x/3T2015,564c34b890ef9af9170004c7,initial_post,video? upcoming century pt 3,2,"Upcoming century part 3
 
 should there be a video here?
 It's marked no video available.",a
FrancisGarcia,Student,UBCx/Climate101x/3T2015,5652f1dcc415f3cc55000220,initial_post,RCP at local scale,1,"My question is:
 
 Is there any RCP at local scale? For example by country, because different kind of economies have different role in concentrations.
 Thanks",t
Luks7,Student,UBCx/Climate101x/3T2015,56619a2d4ed7496d7e0001c2,initial_post,Question,1,1000 Gigatons of Carbon account for a 1.8 degree rise of temperature. Is the heating effect of water vapour already included here or is it just the plain Co2 effect?,t
BlueIslandGirl,Student,UBCx/Climate101x/3T2015,564c0a0290ef9a3a75000491,initial_post,Transcript for 6.1,3,"Hi, would it be possible to get the transcript in a file for 6.1? I tried selecting the text from the window next to the video but it won't let me select all the text. 
 
 Thank you!.",a
rsutto2,Student,UBCx/Climate101x/3T2015,564c4a081dfe59219e000497,initial_post,Dr. Lomborg paper on COP21 impact,5,"I just saw a Peer Reviewed study from Global Policy by Dr. Bjorn Lomborg which reviewed the carbon emission reductions being proposed by the participating nations of the world for COP21 in Paris, and his study found that ""...the temperature reduction impact of major climate policy proposals implemented by 2030, using the standard MAGICC climate model ... will likely reduce global temperature rise about 0.17°C in 2100"". ![See attached graph][1]
 Certainly doesn't sound like much. Has anyone seen this study, or understand why the impact seems so minimal?
 
  [1]: https://edxuploads.s3.amazonaws.com/14478400828580646.jpg",t
gjackson8,Student,UBCx/Climate101x/3T2015,564d2fe77117409be400003b,initial_post,Will Increasing CO2 Levels Impair Human Cognitive Functioning,4,"Until recently, professional opinion indicated that indoor CO2 levels could safely reach 2000 or 2500 ppm before there would be adverse effects on human functioning, but two recent studies suggest levels as low as 900 ppm can reduce complex mental functioning. Average atmospheric CO2 levels are now a little above 400 ppm, and the RCP8.5 (business as usual) scenario projects that they will reach 900 ppm in 2090. So if we cannot soon muster the will to slash anthropogenic carbon emissions we may later be too impaired intellectually to do so. The studies are posted at http://ehp.niehs.nih.gov/1104789/ and http://ehp.niehs.nih.gov/15-10037/ Caveats: Both were small sample studies but, on the other hand, both assessed only short-term exposures to elevated CO2 levels.",t
CarlosMach,Student,UBCx/Climate101x/3T2015,563667fa9c2aeef85a000ad4,initial_post,Feedback loop examples,0,"Amplifying feedback: Food service industry.
 
 **Stock**= Orders already placed.
 **Inflow**=Clients placing their orders
 **Outflow**= Orders expedited.
 
 Food Service industry being short staffed, speed of orders expedited is slower than the speed at which customers place their orders. Customers then complain about service being slow, and time is spent apologizing or giving out refunds, thus slowing down the outflow of orders.
 
 
 Stabilizing feedback: College Assignments and tests.
 
 Stock: Current Assignments and Tests.
 Inflow: Weekly work assignments and class Schedule
 Outflow: Tests taken, Assignments Completed, and Due dates running out.
 
 A college student steadily starts his college semester, and regularly completes his assignments, takes tests and/or has no time to complete them. The student misses a due date, but this itself clears the assignment from the stock as the grade is now an F.
 The student keeps receiving new assignments and due dates as others come to a close, thus it has a stabilizing feedback.
 
 I took some stabs in the dark with these, not sure if I explained thoroughly.
 
 -Carlos Machado",t
Fernando_O,Student,UBCx/Climate101x/3T2015,562bc7c6c762771f3f0015df,initial_post,Feedback,0,"Our bank account is a great example. If a man receives a salary and spends less than the gain value, the money stored in the account starts to grow, increasing stock. The input flow is the gain salary, while the output flow is the money spent. A stabilized situation for this feedback loop would occur when the man in this case, spend just as much gain.",t
IriniKafkala,Student,UBCx/Climate101x/3T2015,562e6e74c7627771d2001972,initial_post,2.5 Activity 2 and Temperature Anomaly Survey,4,"Unfortunately, temperature data for the decade 1980-1989 are not available. We have to order them but it takes time. **Maybe** I can find something sooner but after Thursday. Is it a problem if I finish this activity next week? If not, I won't be able to do it anyway (lack of data)",a
voroninp,Student,UBCx/Climate101x/3T2015,56425f1190ef9aa98200003f,initial_post,"Recommend good literature about Thermals, please?",3,"The only title I've managed to find so far is Andreev, V. M. and Panchev, S.: 1975, Dynamics of Atmospheric Thermals, Gidrometeoizdat, Leningrad
 
 There should be something more recent and not so broad as Atmospheric Turbulence",t
laurabwinston,Student,UBCx/Climate101x/3T2015,563ebd32d2aca5f1600017de,initial_post,Feedback Loops,0,"Here are hopefully appropriate examples of feedback loops.
 
 Example of amplification - A teacher's positive expectations about a student encourages the student to live up to these expectations and perform well. This raises the teacher's expectations even more causing the student to work harder and learn more and perform better etc.
 
 Example of stabilization - When I go to the supermarket, there is sometimes a long line at check out. A cashier will call to get additional registers open and the lines become shorter. Once the jam is clear, some of the cashiers are idle and are moved to another task so the lines begin to lengthen and if they become too long, a cashier will again call for help etc.",t
IriniKafkala,Student,UBCx/Climate101x/3T2015,5631e8c2d2aca5b29c001150,initial_post,"For Staff: Important Information on my ""Temperature Anomaly Survey""",2,"I need to inform the staff that for this activity I used data from the same station but from two different sources:
 
  1. NOOA data for the decade 1980-1989
  2. HNMS (Hellenic National Meteorological Service) for the average temperature of September 2015
 
 NOOA does have daily and monthly data for **September 2015**, but firstly, the daily data are in a process of qualification and thus, monthly too. For this reason, I have chosen the HNMS monthly data for this month. 
 The station is ""Hellenikon"" for both data bases and between their average data there is a difference of 2.8 degrees Celsius. More detailed, NOOA has an average temperature of 27 degrees Celsius and HNMS of 24.2 degrees Celsius. Unfortunately, I haven' t seen the specific announcement about this month in which the average maximum temperature is 28.2!! degrees Celsius (it is mentioned that the first 10 days had extreme maximum temperatures). Honnestly, I don't know if the average temperature for this month that I have used is correct. I felt obliged (ethically speaking) to let you know about that.",t
wojtasstasiu,Student,UBCx/Climate101x/3T2015,562d23e6d2aca5b077000f49,initial_post,Feedback,3,"Eating vitamins:
 
 **amplifying feedback** - I ate to much of them and I caught Hypervitaminosis
 **stabilizing feedback** - I ate resonable amount and I am healthy",t
AncalagonTheBlack,Student,UBCx/Climate101x/3T2015,562ba711c762771f3f0015b0,initial_post,Sea Level Rise,2,The video did not seem to agree with other predictions I've seen on the web. Just how much would sea level rise if ALL the ice melted?,t
JohnsonSPope,Student,UBCx/Climate101x/3T2015,56321ade9c2aeef85a000933,initial_post,Feedback,0,"Amplifying
 Motivation - Gifts received can cause one to operate in a way which can cause one to receives more. 
 
 Stabilizing
 Blood sugar - When there is a high concentration of sugar in the blood. The pancreas releases insulin which lower the sugar concentration.",t
ksinkar,Student,UBCx/Climate101x/3T2015,5634d06ed2aca5c4fe0012a0,initial_post,Political and Social Feedback Loops,0,"## Political Feedback Loop ##
  - Stock here is defined as the electorate. Voters which are grouped together according to a characteristic that they have (usually race or ethnicity) of particular area are different varieties of stock.
  - Flow is defined as emigration/extinction of certain variety of stock
  - A system here would be the society/city that encompasses the electorate
 - Initial Conditions: Different varieties of stock amongst each other in the electorate. There is a particular variety of stock that usually has a small majority shall be called as TARGET stock for this case.
 - A politician who wants to win and keep winning feeds FUD (Fear Uncertainty and Doubt) to the TARGET stock. The TARGET stock votes for him. The politician introduces policies discriminating against other stocks. The other varieties of stocks either emigrate or are killed in violent encounters. This increases the population of the TARGET stock. The politician wins election again and consolidates his power and the cycle continues
 - This is an example of an **Amplifying Feedback Loop** as more FUD is fed into the TARGET stock, the more of the NON-TARGET stock emigrate or are killed and the more the numbers of TARGET stock increase. 
 - http://scholar.harvard.edu/files/glaeser/files/curley_effect_1.pdf
 
 ## Social Feedback Loop ##
 - Girls are unwanted and socially undesirable in many parts of South-east Asia. They are the **Stock** in this case.
 - The birth and death of girls, especially female infanticide and female foeticide is the **Flow**.
 - A girl is born into a family. She is socially undesirable. But infanticide and foeticide is horrific and amounts to murder so only a certain section of the society does it. The girl child grows up as an unwanted child and part of the family. She is constantly reminded of how unwanted she is. She grows up hating her life and herself. She is married. Even there is treated simply as a baby producing machine. She would not wish her own life to her worst enemy. A child is conceived. She does not wish a daughter to have the same life as her and hence kills the child as soon as she can determine the sex of the child. Also, she cannot face the insults and beatings she will have once she delivers a girl child. She cannot face it any more and simply wants to survive till her death in peace. Hence, she herself commits self-foeticide if the foetus has female genitalia.
 - This happens with almost all women in the society and the population of females in the society dwindles to low levels till no females are left. This is an example of an **AMPLIFYING FEEDBACK LOOP**.
 - https://youtu.be/-H5NubBz1J8",t
BrendanC,Student,UBCx/Climate101x/3T2015,562d81a5c76277fa1c00192d,initial_post,Watts vs watts,1,Hi. I don't mean to be picky but in 2.2. ENERGY BASICS shouldn't the unit names be lower-case watts (W) and joules (J)?,a
Dcarley,Student,UBCx/Climate101x/3T2015,5646d596079df0a169000236,initial_post,"Souther hemisphere has higher seasonal contrast, really?",1,Question 3 asked which hemisphere has higher seasonal contrast and the answer was Southern Hemisphere. I understand the answer but I lived in NZ I found it to be quite temperate compared to Canada where I found much higher seasonal contrast so I am confused.,a
FrancisGarcia,Student,UBCx/Climate101x/3T2015,562fcc799c2aee7ceb00075d,initial_post,Feedback,0,"Amplifying feedback: I go to the beach, a sunbathing and my skin becomes red, more and more.
 Stabilizing feedback: I use sunscreen and my skin remains protected
 
 Right?",t
sastryvedam2,Student,UBCx/Climate101x/3T2015,5629fe13c762771f3f00134b,initial_post,Example of a feedback loop,0,"Example of a feedback loop
 
 Let us consider a room has an air conditioner with a thermostat . We have a controller which permits us to set the temperature control of the room. Suppose we set it to 270 c. When the temperature falls below
 270 c, a vent opens hot air flows into the room. Once the room temperature reaches 270 c, the vent closes.
 In actual practice the say 260 c and 280 c i.e vent opens at 260 c and closes at 280 c .
 Here the room temperature is the controlled quantity 
 270 c is the reference temperature.
 The difference between room temperature and the reference quantity is an error signal.
 This will be an example of a stabilising or negative feedback.
 If the vent opening instead of at a lower temperature 260 c,say it opens say at 280 c, a then the room continues to rise, the vent will not close 
  and that will be an example of a amplifying feedback or positive feedback",t
Viquequick,Student,UBCx/Climate101x/3T2015,56385a85c76277e4ed002b24,initial_post,Activity 3; feedback loops,0,"Stablizing Feedback loop:-
 A shopkeeper buys grossories buy spending money from wholesell market(spend money);
 sells those items(earn money);
 again purchasses new grossories.
 
 amplifinng feedback loop:-
 A puppy eats food(he grows)
 then he need more food(grows even further wanting even more food)",t
Etrail,Student,UBCx/Climate101x/3T2015,56291c5ad2aca5e4f1000ca3,initial_post,Feedbacks,9,"Amplifying: A local business starts up. Word of mouth increases business. Increased business means more customers who spread more word of mouth and so on.
 
 Stabilizing: Eating a consistent diet that's a caloric deficit causes weight loss until one loses enough weight that that diet is no longer a deficit so weight stabilizes and ceases to decrease.
 
 Not too sure I understand stabilizing as well so just took a stab at it.",t
RoiloGolez6cae,Student,UBCx/Climate101x/3T2015,5638571c9c2aee8eb7000af6,initial_post,Hurricane Patricia,1,"What is the scientific explanation to the the weakening of Hurricane Patricia, heralded earlier as a super hurricane, probably the strongest in the Northern Hemisphere, upon landfall thus sparing the Mexico from catastrophic damage?",t
TanjaSwede,Student,UBCx/Climate101x/3T2015,562d792ec762777c95001b45,initial_post,Grunpiness and weight,0,"Amplifying feedback: I am slightly grumpy. My son talks to me rudely which makes me even grumpier, which makes me talk to him rudely, which makes him grumpy and so he talks to me even more rudely, etc. (oh no!)
 
 Stabilizing feedback: I decide to watch my food intake, to lose some weight for summer beach time. Once I reach my goal weight I feel happy and guilt free, and decide to enjoy some ice cream. Every day! So then I gain weight, and decide to watch my diet again, until I'm at my goal weight, once again feeling happy and carefree, and start eating too much, until I've gained weight and decide to cut back again, etc. Yoyo dieting, anyone? ;)",t
FernandaMar,Student,UBCx/Climate101x/3T2015,562816f5c76277fa1c0010a6,initial_post,Feedbacks,1,"Amplifying Feedback: When a person eats a daily hamburguer without doing any exercise, person begin to gain weight. While person eats more hamburguer, more weight will gain.
 Stabilizing Feedback: If same person do a 30 minutes daily walk, his weight will begin to stabilize.",t
CarlaLeite,Student,UBCx/Climate101x/3T2015,56336472d2aca5f1f50011ad,initial_post,Examples of feedback,3,"Amplifying feedback
 I thought about the interest in a bank account. When you deposit money in a bank account, the bank pays you interests proportional for the money you have deposited. If you don’t withdraw any money you will start receiving interests from the previous interests and your bank balance rises up “indefinitely” over time.
 
 Stabilizing feedback
 An example is the law of supply and demand. If demand increases, supply and prices increase leading supply to drop until a new equilibrium.",t
caseclements,Student,UBCx/Climate101x/3T2015,56352f5f9c2aee345e00095e,initial_post,Scientific Knowledge and Effect on Policy,0,"Policy makers (in whom scientific knowledge stocks are low) freely encourage business practices that do not take environmental impact into consideration -- this results in industrial methods that emit greenhouse gas into the atmosphere; adding to the greenhouse gas stocks. These business practices also allow deforestation, which removes an important stabilizing force on the greenhouse gas levels. The net result is an amplifying effect on the global temperature mediated by the Greenhouse Effect. Economic success has an amplifying effect on policy maker popularity stock. Global temperature increase causes climate change that is not compatible with civilization as we know it, which has a stabilizing effect on policy maker popularity stock. People start to notice and begin to educate themselves about the science of what's happening; they realize their policy makers are not up to speed on the science of climate change and sustainability. This has a further stabilizing effect on the popularity of policy makers, causing the voter base stock on which the policy makers count in order to keep their jobs to sharply decrease. In response, the policy makers educate themselves, in order to match the concerns of their voters, and start implementing policies that support sustainable business practices (such as using solar energy, instead of coal, to power businesses). This has an amplifying effect on both the popularity stocks of the policy makers, as well as a stabilizing effect on the greenhouse gas stocks in the atmosphere as well as on the forestry stocks. The global temperature then slowly moves back to equilibrium.",t
